일시,지점명,평균습도(%rh),최저습도(%rh)
20200602,인천,77.9,44.0
20200603,인천,82.1,60.0
20200604,인천,92.4,75.0
20200605,인천,80.3,60.0
20200606,인천,74.0,50.0
20200607,인천,80.1,58.0
20200608,인천,68.4,45.0
20200609,인천,54.8,36.0
20200610,인천,69.1,41.0
20200611,인천,76.6,55.0
20200612,인천,81.3,69.0
20200613,인천,64.3,38.0
20200614,인천,73.8,43.0
20200615,인천,77.9,53.0
20200616,인천,74.4,54.0
20200617,인천,73.9,46.0
20200618,인천,78.3,57.0
20200619,인천,69.3,47.0
20200620,인천,75.9,51.0
20200621,인천,69.0,48.0
20200622,인천,64.5,34.0
20200623,인천,63.4,51.0
20200624,인천,88.5,57.0
20200625,인천,97.1,87.0
20200626,인천,89.0,72.0
20200627,인천,76.8,55.0
20200628,인천,85.0,60.0
20200629,인천,84.5,64.0
20200630,인천,89.0,65.0
20200701,인천,84.6,65.0
20200702,인천,78.3,56.0
20200703,인천,69.9,38.0
20200704,인천,79.8,57.0
20200705,인천,75.6,46.0
20200706,인천,72.4,57.0
20200707,인천,81.4,63.0
20200708,인천,83.8,63.0
20200709,인천,76.1,56.0
20200710,인천,76.6,61.0
20200711,인천,60.9,48.0
20200712,인천,73.9,59.0
20200713,인천,95.1,81.0
20200714,인천,77.6,63.0
20200715,인천,65.0,48.0
20200716,인천,73.0,54.0
20200717,인천,74.9,56.0
20200718,인천,75.6,60.0
20200719,인천,79.5,60.0
20200720,인천,87.4,76.0
20200721,인천,79.3,58.0
20200722,인천,96.1,81.0
20200723,인천,94.4,85.0
20200724,인천,71.5,56.0
20200725,인천,64.3,51.0
20200726,인천,71.9,52.0
20200727,인천,90.6,85.0
20200728,인천,84.8,69.0
20200729,인천,96.4,86.0
20200730,인천,90.3,72.0
20200731,인천,88.3,71.0
20200801,인천,93.6,83.0
20200802,인천,96.0,91.0
20200803,인천,95.6,90.0
20200804,인천,88.9,79.0
20200805,인천,87.1,70.0
20200806,인천,92.1,76.0
20200807,인천,82.8,67.0
20200808,인천,88.5,74.0
20200809,인천,93.3,81.0
20200810,인천,90.4,77.0
20200811,인천,90.6,73.0
20200812,인천,82.6,64.0
20200813,인천,82.1,69.0
20200814,인천,87.3,81.0
20200815,인천,94.0,92.0
20200816,인천,84.3,70.0
20200817,인천,81.5,61.0
20200818,인천,78.8,54.0
20200819,인천,79.1,59.0
20200820,인천,78.0,58.0
20200821,인천,81.6,68.0
20200822,인천,80.1,66.0
20200823,인천,73.4,54.0
20200824,인천,69.8,54.0
20200825,인천,67.0,49.0
20200826,인천,63.1,47.0
20200827,인천,85.6,66.0
20200828,인천,88.0,72.0
20200829,인천,86.0,68.0
20200830,인천,88.9,70.0
20200831,인천,70.6,58.0
20200901,인천,72.8,55.0
20200902,인천,90.8,81.0
20200903,인천,79.4,60.0
20200904,인천,59.8,39.0
20200905,인천,63.3,45.0
20200906,인천,76.0,56.0
20200907,인천,91.4,73.0
20200908,인천,70.8,52.0
20200909,인천,81.4,65.0
20200910,인천,80.0,57.0
20200911,인천,67.1,45.0
20200912,인천,86.5,72.0
20200913,인천,68.6,50.0
20200914,인천,76.3,60.0
20200915,인천,77.1,55.0
20200916,인천,81.6,61.0
20200917,인천,67.0,48.0
20200918,인천,59.8,30.0
20200919,인천,59.5,22.0
20200920,인천,59.5,38.0
20200921,인천,55.3,39.0
20200922,인천,48.9,29.0
20200923,인천,52.1,44.0
20200924,인천,54.0,42.0
20200925,인천,64.1,51.0
20200926,인천,60.3,40.0
20200927,인천,64.1,36.0
20200928,인천,68.4,47.0
20200929,인천,71.1,46.0
20200930,인천,75.6,56.0
20201001,인천,72.0,60.0
20201002,인천,80.6,60.0
20201003,인천,69.4,35.0
20201004,인천,62.3,41.0
20201005,인천,52.0,39.0
20201006,인천,49.6,28.0
20201007,인천,45.4,23.0
20201008,인천,48.8,31.0
20201009,인천,45.9,38.0
20201010,인천,56.6,40.0
20201011,인천,65.8,47.0
20201012,인천,65.0,41.0
20201013,인천,46.5,27.0
20201014,인천,50.1,23.0
20201015,인천,38.8,18.0
20201016,인천,61.8,47.0
20201017,인천,63.8,22.0
20201018,인천,63.8,47.0
20201019,인천,73.1,48.0
20201020,인천,72.8,35.0
20201021,인천,64.0,53.0
20201022,인천,63.8,37.0
20201023,인천,47.4,29.0
20201024,인천,46.1,25.0
20201025,인천,63.8,32.0
20201026,인천,66.9,38.0
20201027,인천,77.5,54.0
20201028,인천,51.1,23.0
20201029,인천,38.6,20.0
20201030,인천,42.3,21.0
20201031,인천,59.4,43.0
20201101,인천,82.4,61.0
20201102,인천,49.1,20.0
20201103,인천,42.0,31.0
20201104,인천,39.9,24.0
20201105,인천,61.5,45.0
20201106,인천,60.9,44.0
20201107,인천,68.9,36.0
20201108,인천,40.6,19.0
20201109,인천,36.4,21.0
20201110,인천,57.8,29.0
20201111,인천,56.3,37.0
20201112,인천,60.1,31.0
20201113,인천,78.5,60.0
20201114,인천,72.6,34.0
20201115,인천,83.3,64.0
20201116,인천,72.3,51.0
20201117,인천,63.3,49.0
20201118,인천,86.9,71.0
20201119,인천,85.4,73.0
20201120,인천,71.3,65.0
20201121,인천,68.4,39.0
20201122,인천,73.0,63.0
20201123,인천,54.9,39.0
20201124,인천,47.5,29.0
20201125,인천,56.6,39.0
20201126,인천,63.0,34.0
20201127,인천,58.6,47.0
20201128,인천,50.4,33.0
20201129,인천,57.1,43.0
20201130,인천,51.8,37.0
20201201,인천,44.4,19.0
20201202,인천,36.1,23.0
20201203,인천,46.4,33.0
20201204,인천,47.6,31.0
20201205,인천,56.8,48.0
20201206,인천,60.6,45.0
20201207,인천,55.8,36.0
20201208,인천,45.6,24.0
20201209,인천,47.3,22.0
20201210,인천,70.1,48.0
20201211,인천,74.8,52.0
20201212,인천,46.4,30.0
20201213,인천,72.3,46.0
20201214,인천,47.3,29.0
20201215,인천,43.3,29.0
20201216,인천,41.5,25.0
20201217,인천,46.1,25.0
20201218,인천,61.5,38.0
20201219,인천,40.4,24.0
20201220,인천,44.9,28.0
20201221,인천,58.4,33.0
20201222,인천,67.3,37.0
20201223,인천,76.3,60.0
20201224,인천,59.1,38.0
20201225,인천,49.4,32.0
20201226,인천,64.9,51.0
20201227,인천,61.3,40.0
20201228,인천,84.1,67.0
20201229,인천,71.0,49.0
20201230,인천,48.8,38.0
20201231,인천,52.0,37.0
20210101,인천,56.1,42.0
20210102,인천,38.0,28.0
20210103,인천,39.4,24.0
20210104,인천,44.8,31.0
20210105,인천,50.0,26.0
20210106,인천,49.4,14.0
20210107,인천,47.6,32.0
20210108,인천,42.6,32.0
20210109,인천,43.4,28.0
20210110,인천,50.4,30.0
20210111,인천,54.5,39.0
20210112,인천,81.8,55.0
20210113,인천,74.1,52.0
20210114,인천,36.1,17.0
20210115,인천,69.5,32.0
20210116,인천,59.3,40.0
20210117,인천,55.3,24.0
20210118,인천,59.4,31.0
20210119,인천,36.0,10.0
20210120,인천,29.0,14.0
20210121,인천,66.5,29.0
20210122,인천,92.0,84.0
20210123,인천,64.6,44.0
20210124,인천,59.3,43.0
20210125,인천,64.5,42.0
20210126,인천,80.1,62.0
20210127,인천,38.0,16.0
20210128,인천,50.9,36.0
20210129,인천,39.1,25.0
20210130,인천,63.3,40.0
20210131,인천,53.9,25.0
20210201,인천,79.0,45.0
20210202,인천,43.4,26.0
20210203,인천,65.5,43.0
20210204,인천,42.1,22.0
20210205,인천,71.0,59.0
20210206,인천,83.5,69.0
20210207,인천,68.4,26.0
20210208,인천,39.1,25.0
20210209,인천,50.9,25.0
20210210,인천,77.6,62.0
20210211,인천,76.1,48.0
20210212,인천,70.5,39.0
20210213,인천,74.6,41.0
20210214,인천,58.3,39.0
20210215,인천,63.6,31.0
20210216,인천,51.5,29.0
20210217,인천,43.9,30.0
20210218,인천,40.9,28.0
20210219,인천,62.5,50.0
20210220,인천,65.8,23.0
20210221,인천,67.9,48.0
20210222,인천,57.9,25.0
20210223,인천,32.6,22.0
20210224,인천,39.8,17.0
20210225,인천,42.4,22.0
20210226,인천,27.6,10.0
20210227,인천,41.6,25.0
20210228,인천,45.9,33.0
20210301,인천,89.0,49.0
20210302,인천,68.1,42.0
20210303,인천,64.6,34.0
20210304,인천,55.8,42.0
20210305,인천,70.0,43.0
20210306,인천,64.5,43.0
20210307,인천,60.6,45.0
20210308,인천,66.6,42.0
20210309,인천,69.9,18.0
20210310,인천,68.9,36.0
20210311,인천,58.0,24.0
20210312,인천,57.3,37.0
20210313,인천,66.5,41.0
20210314,인천,85.4,64.0
20210315,인천,69.8,43.0
20210316,인천,45.3,21.0
20210317,인천,45.0,27.0
20210318,인천,56.6,37.0
20210319,인천,49.6,32.0
20210320,인천,78.3,46.0
20210321,인천,63.4,41.0
20210322,인천,60.5,42.0
20210323,인천,69.5,53.0
20210324,인천,63.3,41.0
20210325,인천,80.6,55.0
20210326,인천,61.1,24.0
20210327,인천,65.6,32.0
20210328,인천,92.0,87.0
20210329,인천,75.9,53.0
20210330,인천,47.3,16.0
20210331,인천,46.0,22.0
20210401,인천,24.8,9.0
20210402,인천,28.3,17.0
20210403,인천,79.6,32.0
20210404,인천,64.8,35.0
20210405,인천,47.4,23.0
20210406,인천,57.9,29.0
20210407,인천,54.4,23.0
20210408,인천,37.0,20.0
20210409,인천,36.3,19.0
